id,Power(watts),Distance(metres),Heartrate(BPM),Speed(m/s),'WindSpeed,Cadaence(revs/s),Elevation(meters),'Hill,'Temperature(C,'Penalty,'Cluster
1022,239.45,6743.1,159,3.8445,3.8445,1.2667,157.58,6.94,24.444,133.3,1
1023,234.48,6759.2,159,3.8445,4.1575,1.2833,157.58,6.65,24.444,123.29,1
1024,225.5,6759.2,159,3.8892,4.0681,1.2833,159.11,6.45,24.444,107.56,1
1025,227.53,6759.2,159,3.8892,4.5151,1.2667,159.11,6.35,24.444,99.447,1
1026,228.6,6759.2,159,3.8445,3.6657,1.2667,159.11,6.75,24.444,115.08,1
1027,231.65,6775.3,159,3.7998,2.9058,1.2667,159.11,6.95,24.444,138.51,1
1028,241.68,6775.3,159,3.8445,3.621,1.2833,160.93,7.45,24.444,164.66,1
1029,251.68,6775.3,159,3.9339,3.8445,1.2833,160.93,7.65,24.444,180.48,1
1030,260.73,6775.3,159,3.8892,4.0233,1.2833,160.93,8.15,24.444,188.66,1
1031,263.75,6791.4,159,3.9339,3.7104,1.2833,160.93,8.36,24.444,196.95,1
1032,268.8,6791.4,159,3.8445,4.0233,1.2667,162.76,8.56,24.444,195.63,1
1033,269.84,6791.4,159,3.7998,5.588,1.25,162.76,9.06,24.444,180.75,1
1034,278.88,6791.4,159,3.7551,6.3032,1.2333,162.76,8.96,24.444,159.52,1
1035,287.9,6807.5,159,3.7551,5.6774,1.2333,162.76,9.36,24.444,137.34,1
1036,293.92,6807.5,159,3.7104,6.1691,1.2167,164.59,9.46,24.444,119.31,1
1037,296.92,6807.5,159,3.7104,6.348,1.2167,164.59,9.36,24.444,102.51,1
1038,293.92,6807.5,158,3.7104,5.9456,1.2167,164.59,9.36,24.444,117.88,1
1039,289.91,6823.6,159,3.7551,5.6327,1.25,164.59,8.56,24.444,150.48,1
1040,286.86,6823.6,159,3.8892,4.381,1.2833,165.51,8.16,24.444,194.84,1
1041,275.83,6823.6,158,3.9339,3.8445,1.3,165.51,7.56,24.444,230.23,1
1042,260.81,6823.6,159,3.9339,4.3363,1.3,165.51,7.06,24.444,227.06,1
1043,251.76,6823.6,159,4.0681,5.1409,1.35,165.51,6.46,24.444,204.67,1
1044,242.72,6839.7,159,4.1128,4.8727,1.3667,166.73,5.96,24.444,178.57,1
1045,236.66,6839.7,159,4.2022,5.0068,1.3833,166.73,5.56,24.444,163.22,1
1046,250.63,6839.7,159,4.2469,5.3198,1.4,166.73,5.66,24.444,168.26,1
1047,260.61,6855.8,159,4.2469,4.6492,1.4,166.73,6.35,24.444,198.17,1
1048,267.61,6855.8,159,4.2022,4.1575,1.3833,167.64,6.95,24.444,243.27,1
1049,279.62,6855.8,159,4.1575,4.6045,1.3667,167.64,8.05,24.444,278.03,1
1050,289.66,6855.8,159,4.0233,4.381,1.3333,167.64,8.85,24.444,279.89,1
1051,296.7,6871.9,159,3.9339,4.3363,1.3,167.64,9.45,24.444,244.27,1
1052,308.73,6871.9,159,3.8892,4.5151,1.2667,169.16,10.15,24.444,209.69,1
1053,316.77,6871.9,160,3.7998,4.9621,1.25,169.16,10.65,24.444,173.04,1
1054,315.81,6871.9,160,3.7551,5.0515,1.25,169.16,10.56,24.444,135.25,1
1055,313.85,6871.9,160,3.7551,5.0962,1.2333,169.16,10.66,24.444,105.85,1
1056,312.91,6888,159,3.7104,4.1575,1.2167,169.77,10.56,24.444,79.71,1
1057,312.96,6888,160,3.6657,4.2916,1.2,169.77,10.26,24.444,53.19,1
1058,321.03,6888,160,3.5316,4.6492,1.1667,169.77,10.86,24.444,49.254,1
1059,324.09,6888,160,3.4869,4.3363,1.15,169.77,11.26,24.444,53.638,1
1060,323.16,6904.1,160,3.4422,5.3645,1.15,170.99,11.27,24.444,56.317,1
1061,323.16,6904.1,160,3.5316,6.4374,1.15,170.99,11.37,24.444,55.836,1
1062,325.21,6904.1,160,3.5316,6.4821,1.1667,170.99,10.97,24.444,48.059,1
1063,326.25,6904.1,161,3.5763,7.0185,1.1667,170.99,10.57,24.444,37.386,1
1064,327.33,6904.1,161,3.5316,7.6891,1.1667,172.52,10.37,24.444,33.68,1
1065,329.38,6920.2,161,3.5316,7.5997,1.1667,172.52,10.48,24.444,40.46,1
1066,329.44,6920.2,161,3.4869,5.8115,1.1667,172.52,10.28,24.444,67.174,1
1067,333.5,6920.2,161,3.5316,4.5598,1.1667,172.52,10.48,24.444,120.79,1
1068,329.55,6920.2,161,3.5316,4.5598,1.1667,174.96,10.58,24.444,150.01,1
1069,319.6,6936.3,161,3.5316,5.9456,1.1667,174.96,10.28,23.889,187.93,1
1070,309.65,6936.3,161,3.5763,6.348,1.1833,174.96,9.99,23.889,236.59,1
1071,293.71,6936.3,162,3.5763,6.7056,1.2,174.96,9.29,24.444,301.48,1
1072,293.74,6936.3,162,3.7104,5.9903,1.2,176.17,8.39,24.444,319.45,1
1073,281.79,6936.3,161,3.7551,5.9009,1.25,176.17,7.89,24.444,306.74,1
1074,265.83,6952.3,161,3.7998,5.4092,1.25,176.17,7.09,24.444,272.58,1
1075,242.88,6952.3,161,3.7998,4.5151,1.2667,176.17,6.7,24.444,229.87,1
1076,249.92,6952.3,161,3.7551,5.1857,1.1667,177.7,6.9,24.444,186.01,1
1077,250.95,6952.3,161,3.8445,5.0068,1.1333,177.7,6.6,24.444,159.37,1
1078,253.99,6968.4,162,3.9339,4.6492,1.15,177.7,6.7,24.444,111.43,1
1079,258.02,6968.4,161,4.0233,4.4257,1.1833,177.7,6.8,24.444,63.126,1
1080,255.07,6968.4,161,4.0681,5.588,1.2,179.53,6.5,24.444,76.112,1
1081,250.09,6968.4,162,4.1128,5.5433,1.2,179.53,6.5,24.444,104.51,1
1082,247.11,6984.5,161,4.1128,5.9456,1.2,179.53,6.4,24.444,125.01,1
1083,255.1,6984.5,161,4.0681,5.2304,1.2,179.53,6.5,24.444,145.5,1
1084,271.14,6984.5,161,4.1575,6.4821,1.2167,181.36,6.8,24.444,168.53,1
1085,280.1,6984.5,161,4.1575,6.7056,1.2167,181.36,7.3,24.444,187.23,1
1086,281.08,7000.6,162,4.1128,5.588,1.2167,181.36,7.6,24.444,200.47,1
1087,287.02,7000.6,162,4.0233,5.6774,1.1833,181.36,8.1,24.444,196.21,1
1088,294.02,7000.6,162,4.0233,5.9903,1.1667,182.88,8.4,24.444,176.33,1
1089,296.99,7000.6,161,3.9786,5.9456,1.1667,182.88,8.6,24.444,148.29,1
1090,302.91,7016.7,162,3.9339,6.2138,1.15,182.88,8.8,24.444,135.82,1
1091,305.88,7016.7,162,3.9339,6.3032,1.15,182.88,8.8,24.444,124.29,1
1092,313.84,7016.7,162,3.9786,5.4986,1.1667,183.49,8.89,24.444,103.29,1
1093,314.75,7016.7,162,3.9786,5.5433,1.1667,183.49,8.89,24.444,80.976,1
1094,315.71,7032.8,162,3.9786,6.8844,1.15,183.49,8.89,24.444,62.717,1
1095,313.68,7032.8,162,3.8892,7.3314,1.1333,183.49,9.19,24.444,59.233,1
1096,314.63,7032.8,162,3.8892,7.242,1.1333,185.01,9.19,24.444,56.104,1
1097,313.6,7032.8,162,3.8445,7.0632,1.1333,185.01,9.29,24.444,56.556,1
1098,310.55,7048.9,162,3.8445,7.5103,1.1333,185.01,8.98,24.444,81.473,1
1099,298.51,7048.9,162,3.8445,6.8844,1.1333,185.01,8.48,24.444,107.62,1
1100,305.47,7048.9,163,3.8445,6.4374,1.1333,186.54,8.68,24.444,140.72,1
1101,305.42,7048.9,162,3.8892,5.9009,1.15,186.54,8.28,24.444,178.56,1
1102,291.37,7065,162,3.9339,5.1409,1.15,186.54,7.98,24.444,202.54,1
1103,284.32,7065,163,3.9786,4.9621,1.1667,186.54,7.68,24.444,203.09,1
1104,273.27,7065,162,4.0681,5.4986,1.2,187.76,6.98,24.444,191.72,1
1105,262.21,7065,163,4.1575,5.7221,1.2167,187.76,6.27,24.444,190.43,1
1106,257.18,7081.1,163,4.1128,5.1857,1.2,187.76,6.27,24.444,168.16,1
1107,261.15,7081.1,163,4.1128,6.2585,1.2167,187.76,6.27,24.444,123,1
1108,263.11,7081.1,162,4.1575,6.2138,1.2167,188.98,6.67,24.444,92.247,1
1109,259.08,7081.1,162,4.1575,6.9738,1.2167,188.98,6.77,24.444,72.22,1
1110,257.04,7097.2,162,4.1575,6.2138,1.2167,188.98,6.77,24.444,75.451,1
1111,257.02,7097.2,163,4.1128,6.3927,1.2167,188.98,6.67,24.444,95.642,1
1112,253.97,7097.2,163,4.2022,6.2585,1.2333,190.2,6.17,24.444,103.71,1
1113,244.94,7097.2,162,4.2022,5.6327,1.2333,190.2,6.07,24.444,108.49,1
1114,239.9,7113.3,162,4.2469,5.8562,1.25,190.2,5.56,24.444,118.06,1
1115,234.82,7113.3,162,4.2916,5.5433,1.2833,190.2,4.96,24.444,125.88,1
1116,238.76,7113.3,163,4.4257,5.9009,1.3,191.41,4.76,24.444,115.96,1
1117,234.71,7129.4,163,4.4704,6.1691,1.3167,191.41,4.56,24.444,94.753,1
1118,224.64,7129.4,163,4.5151,5.8115,1.3333,191.41,4.56,24.444,80.772,1
1119,221.57,7129.4,162,4.5598,5.6327,1.3333,191.41,4.46,24.444,87.802,1
1120,229.53,7129.4,162,4.6045,5.6774,1.35,192.02,4.66,24.444,113.93,1
1121,236.47,7145.5,162,4.6045,5.2751,1.35,192.02,4.85,24.444,162.46,1
1122,246.43,7145.5,162,4.6045,5.6327,1.3333,192.02,5.35,24.444,213.31,1
1123,249.46,7145.5,162,4.4257,5.6327,1.2833,192.02,6.45,24.444,218.09,1
1124,258.6,7145.5,162,3.9339,4.6939,1.2333,193.24,7.85,24.444,236.07,1
1125,274.54,7161.6,162,4.0233,3.8445,1.1667,193.24,8.55,24.444,224.69,1
1126,285.59,7161.6,162,3.7998,4.2022,1.1,193.24,9.55,24.444,210.97,1
1127,266.6,7161.6,162,3.6657,3.6657,1.05,193.24,9.75,24.444,186.77,1
1128,291.71,7161.6,162,3.3081,3.6657,1,194.77,9.95,24.444,157.37,1
1129,290.6,7177.7,162,3.4869,4.0681,1.0167,194.77,10.14,24.444,121.61,1
1130,294.62,7177.7,162,3.3528,3.4869,0.98333,194.77,10.24,24.444,94.046,1
1131,292.65,7177.7,162,3.2634,3.3528,0.96667,194.77,10.94,24.444,97.695,1
1132,279.61,7177.7,162,3.2634,5.1857,0.95,195.68,10.54,24.444,127.61,1
1133,275.6,7177.7,161,3.2187,5.8115,0.95,195.68,10.94,24.444,115.03,1
1134,288.56,7193.7,161,3.2187,6.4821,0.95,195.68,10.94,24.444,134.11,1
1135,298.5,7193.7,161,3.2634,4.9621,0.95,195.68,10.64,24.444,133.06,1
1136,312.47,7193.7,161,3.2634,4.4704,0.95,196.9,11.43,24.444,133.09,1
1137,309.46,7193.7,161,3.2634,3.5763,0.95,196.9,11.53,24.444,133.5,1
1138,315.45,7193.7,161,3.2187,4.1575,0.93333,196.9,11.93,24.444,121.89,1
1139,298.48,7209.8,161,3.0846,3.3975,0.9,196.9,12.33,24.444,91.995,1
1140,294.47,7209.8,162,3.0399,2.9505,0.9,198.42,11.83,24.444,81.526,1
1141,302.4,7209.8,161,3.1293,3.8892,0.9,198.42,12.13,24.444,76.663,1
1142,309.41,7209.8,161,3.0399,4.5598,0.9,198.42,12.53,24.444,75.468,1
1143,314.42,7209.8,162,2.9952,5.0515,0.88333,198.42,12.73,24.444,77.851,1
1144,317.37,7225.9,161,3.0399,4.0233,0.88333,199.95,13.42,24.444,74.159,1
1145,312.39,7225.9,162,2.9505,4.5598,0.86667,199.95,13.62,24.444,78.307,1
1146,308.33,7225.9,162,2.9952,3.621,0.88333,199.95,12.92,24.444,99.133,1
1147,314.28,7225.9,162,3.0399,3.2634,0.88333,199.95,12.72,24.444,130.6,1
1148,308.29,7225.9,162,2.9952,4.1575,0.88333,201.47,12.82,24.444,133.66,1
1149,322.26,7225.9,162,2.9952,4.7833,0.88333,201.47,12.92,24.444,148.28,1
1150,338.23,7242,163,2.9952,4.8727,0.86667,201.47,13.82,24.444,161.62,1
1151,346.29,7242,163,2.9058,3.7998,0.86667,201.47,15.02,24.444,161.68,1
1152,334.26,7242,163,2.9058,4.2469,0.86667,203.3,15.21,24.444,167.46,1
1153,344.23,7242,163,2.9058,3.3975,0.83333,203.3,15.81,24.444,176.78,1
1154,347.25,7242,163,2.861,3.7551,0.85,203.3,15.91,24.444,153.1,1
1155,346.21,7258.1,163,2.861,4.1575,0.85,203.3,15.41,24.444,150.6,1
1156,362.16,7258.1,164,2.9058,3.621,0.83333,205.44,16.01,24.444,144.68,5
1157,369.16,7258.1,163,2.861,2.7716,0.83333,205.44,16.51,24.444,141.39,5
1158,370.22,7258.1,164,2.7716,2.6375,0.83333,205.44,16.91,24.444,114.75,5
1159,378.16,7258.1,163,2.8163,2.861,0.83333,205.44,17.61,24.444,98.508,5
1160,366.16,7258.1,164,2.7716,2.2799,0.81667,207.57,17.6,24.444,84.462,5
1161,363.22,7274.2,164,2.6822,1.7435,0.8,207.57,17.6,24.444,61.156,5
1162,365.18,7274.2,164,2.6822,1.3411,0.78333,207.57,17.3,24.444,70.316,5
1163,360.09,7274.2,164,2.7716,0,0.8,207.57,17,24.444,86.44,5
1164,358.12,7274.2,164,2.7269,0,0.8,209.09,17.4,25,130.45,5
1165,359.08,7274.2,165,2.7269,0,0.8,209.09,16.9,25,155.34,1
1166,354.02,7274.2,165,2.7716,0,0.8,209.09,16.8,25,187.88,1
1167,347.03,7290.3,165,2.7269,0,0.8,209.09,17,25,207.85,1
1168,329.05,7290.3,165,2.6822,0,0.8,211.53,16.4,25,209.96,1
1169,320.95,7290.3,165,2.7716,0,0.8,211.53,15.79,25,205.42,1
1170,313.95,7290.3,165,2.7269,0,0.8,211.53,15.59,25,193.01,1
1171,311.92,7290.3,165,2.7269,0,0.8,211.53,14.89,25,158.87,1
1172,311.88,7290.3,165,2.7716,0,0.81667,213.06,14.49,25,116.31,1
1173,311.82,7306.4,165,2.8163,0,0.81667,213.06,14.19,25,63.539,1
1174,309.83,7306.4,165,2.7716,0,0.85,213.06,14.29,25,37.702,1
1175,314.84,7306.4,166,2.7269,0,0.83333,213.06,13.99,25,37.121,1
1176,311.75,7306.4,166,2.8163,0,0.81667,214.58,13.89,25,88.915,1
1177,306.75,7306.4,166,2.8163,0,0.81667,214.58,14.09,25,122.38,1
1178,309.81,7322.5,166,2.7269,0,0.81667,214.58,14.19,25,166.74,1
1179,320.72,7322.5,166,2.8163,0,0.81667,214.58,14.68,25,196.2,1
1180,337.76,7322.5,166,2.7716,0,0.81667,215.8,15.58,25,202.34,1
1181,341.79,7322.5,166,2.7269,0,0.81667,215.8,16.28,25,196.95,1
1182,354.73,7322.5,166,2.8163,1.6093,0.81667,215.8,16.48,25,181.49,1
1183,357.7,7322.5,166,2.861,1.3858,0.83333,215.8,16.88,25,151.99,1
1184,352.73,7338.6,167,2.8163,1.3411,0.83333,217.02,16.58,25,113.72,1
1185,342.72,7338.6,167,2.8163,1.967,0.83333,217.02,15.98,25,95.144,1
1186,338.69,7338.6,167,2.861,1.7882,0.81667,217.02,15.68,25,134.3,1
1187,329.77,7338.6,167,2.7716,0,0.81667,217.02,15.39,25,178.49,1
1188,338.78,7338.6,167,2.7716,0,0.81667,218.85,15.39,25,200.54,1
1189,331.72,7338.6,166,2.861,0,0.81667,218.85,15.19,25,201.77,1
1190,312.72,7354.7,167,2.861,0,0.83333,218.85,14.49,25,205.44,1
1191,302.73,7354.7,167,2.861,0,0.85,218.85,13.79,25,194.32,1
1192,298.7,7354.7,167,2.9058,1.6093,0.85,220.07,12.99,25,185.37,1
1193,296.72,7354.7,167,2.9058,2.3693,0.85,220.07,12.99,25,172.5,1
1194,287.76,7354.7,167,2.861,1.8329,0.85,220.07,12.79,25,126.34,1
1195,297.74,7370.8,167,2.9058,1.8329,0.85,220.07,12.89,25,83.356,1
1196,289.73,7370.8,168,2.9505,0,0.86667,220.98,12.89,25,99.897,1
1197,296.75,7370.8,167,2.9505,1.4752,0.86667,220.98,12.59,25,159.82,1
1198,302.79,7370.8,168,2.9505,1.8776,0.86667,220.98,13.19,25,223.77,1
1199,312.85,7370.8,167,2.9058,2.2799,0.85,220.98,13.69,25,252.03,1
1200,320.95,7370.8,167,2.8163,2.2799,0.83333,223.11,14.7,25,267.03,1
1201,339.96,7386.9,167,2.861,2.1458,0.83333,223.11,15.5,25,271.33,1
1202,354.96,7386.9,167,2.9058,1.7882,0.85,223.11,16.4,25,243,1
1203,351.03,7386.9,167,2.861,1.8776,0.85,223.11,16.4,25,215.19,1
1204,360.07,7386.9,168,2.861,1.6987,0.85,224.03,16.6,25,189.39,1
1205,357.07,7386.9,168,2.9058,0,0.83333,224.03,16.5,25,144.86,1
1206,353.17,7386.9,168,2.8163,2.0117,0.85,224.03,16.11,25,88.949,1
1207,362.19,7403,168,2.861,2.1905,0.83333,224.03,16.51,25,88.127,1
1208,374.21,7403,168,2.9058,2.861,0.83333,225.25,16.71,25,161.23,1
1209,362.28,7403,168,2.861,0,0.83333,225.25,17.01,25,227.19,1
1210,354.38,7403,169,2.7716,0,0.81667,225.25,16.72,25,289.38,1
1211,340.35,7403,169,2.9058,0,0.85,225.25,15.82,25,327.31,1
1212,314.44,7419.1,168,2.861,0,0.85,225.86,14.62,25,384.63,1
1213,302.47,7419.1,169,2.9058,0,0.85,225.86,13.43,25,437.06,1
1214,288.5,7419.1,169,2.9505,0,0.86667,225.86,12.13,25,462.45,1
1215,287.52,7419.1,169,3.0399,0,0.9,225.86,11.73,25,478.97,1
1216,264.46,7419.1,169,3.2634,0,0.96667,227.38,10.73,25,496.13,1
1217,243.44,7435.2,169,3.4422,2.2799,1.0167,227.38,10.04,25,487.1,1
1218,223.49,7435.2,168,3.4869,2.4587,1.0333,227.38,9.04,25,477.97,1
1219,209.55,7435.2,168,3.4869,2.861,1.05,227.38,7.54,25,461.79,1
1220,185.54,7435.2,168,3.6657,2.6375,1.0833,229.21,6.14,25,435.67,1
1221,180.63,7435.2,168,3.7551,0,1.0833,229.21,5.15,25,358.09,1
1222,177.69,7451.2,168,3.7551,0,1.1167,229.21,4.75,25,273.75,1
1223,166.69,7451.2,168,3.9339,0,1.15,229.21,4.05,25,196.36,1
1224,160.74,7451.2,168,3.9786,1.4752,1.1667,230.12,4.16,25,136.85,1
1225,165.78,7451.2,168,4.0233,0,1.1833,230.12,4.26,25,95.246,1
1226,177.88,7467.3,167,4.0681,0,1.2,230.12,4.56,25,99.321,1
1227,181.92,7467.3,167,4.1128,1.5646,1.2,230.12,5.16,25,126.53,1
1228,184.98,7467.3,167,4.0681,0,1.1833,231.04,5.77,25,153.15,1
1229,189.03,7467.3,167,4.0681,0,1.1833,231.04,5.97,25,172.93,1
1230,189.09,7483.4,167,3.9786,1.5646,1.1667,231.04,6.27,25,173.34,1
1231,202.13,7483.4,167,3.9786,1.7435,1.1667,231.04,6.67,25,173.74,1
1232,207.17,7483.4,167,3.9786,0,1.1667,232.26,6.67,25,190.43,1
1233,215.21,7483.4,167,3.9339,0,1.1667,232.26,6.97,25,193.83,1
1234,220.21,7499.5,167,3.9339,1.8329,1.15,232.26,7.17,25,187.07,1
1235,227.25,7499.5,166,3.8892,1.9223,1.1333,232.26,7.67,25,176.16,1
1236,236.3,7499.5,166,3.7998,1.8329,1.1,233.78,8.17,25,136.77,1
1237,236.34,7499.5,166,3.7551,0,1.1,233.78,8.28,25,220.3,1
1238,237.38,7515.6,166,3.7551,1.5646,1.1,233.78,8.48,25,303.38,1
1239,241.42,7515.6,165,3.7104,0,1.0833,233.78,8.68,25,357.49,1
1240,231.47,7515.6,166,3.5763,0,0.98333,234.09,8.68,25,398.54,1
1241,288.55,7515.6,166,3.2634,0,0.95,234.09,9.38,25,405.99,1
1242,309.57,7515.6,165,3.0846,0,0.91667,234.09,10.48,25,394.22,1
1243,315.62,7531.7,165,2.9505,0,0.85,234.09,11.58,25,362.41,1
1244,325.65,7531.7,165,2.9058,2.414,0.83333,235.61,13.38,25,324.11,1
1245,317.67,7531.7,165,2.8163,2.1905,0.83333,235.61,14.28,25,302.64,1
1246,306.69,7531.7,165,2.8163,0,0.83333,235.61,14.38,25,291.31,1
1247,293.68,7531.7,165,2.9505,0,0.85,235.61,13.58,25,332.63,1
1248,272.7,7547.8,165,2.9952,1.6987,0.88333,237.13,11.89,25,346.71,1
1249,255.68,7547.8,165,3.1293,1.967,0.91667,237.13,10.19,25,359.46,1
1250,236.7,7547.8,165,3.3081,1.967,0.96667,237.13,8.19,25,346.62,1
1251,241.72,7547.8,164,3.4422,2.5034,1.0333,237.13,7.39,25,305.06,1
1252,245.7,7547.8,165,3.6657,3.2187,1.0833,238.66,6.49,25,248.2,1
1253,228.73,7563.9,165,3.7998,2.9505,1.1167,238.66,6.29,25,179.54,1
1254,215.77,7563.9,165,3.8445,3.3081,1.1167,238.66,6.29,25,126.19,1
1255,220.82,7563.9,165,3.8445,3.7551,1.1167,238.66,6.19,25,101.04,1
1256,221.82,7563.9,164,3.7551,4.0681,1.1167,240.49,6.79,25,120.72,1
1257,223.86,7580,164,3.7104,4.0233,1.0833,240.49,7.19,25,138.37,1
1258,231.91,7580,164,3.5763,2.9952,1.05,240.49,8.1,25,169.67,1
1259,239.91,7580,164,3.5316,3.3528,1.05,240.49,8.7,25,205.97,1
1260,251.96,7580,164,3.4422,4.4704,1,242.32,9.6,25,204.97,1
1261,255.01,7580,164,3.3975,4.2916,0.98333,242.32,9.9,25,245.94,1
1262,266.06,7596.1,164,3.4869,3.5763,1.0167,242.32,10.1,25,293.12,1
1263,274.05,7596.1,164,3.3081,3.1293,0.96667,242.32,10.6,25,313.65,1
1264,269.1,7596.1,164,3.2634,3.174,0.95,244.45,10.5,25,346.05,1
1265,299.14,7596.1,164,3.0399,2.6375,0.9,244.45,11.21,25,377.84,1
1266,318.14,7596.1,164,3.1293,2.861,0.9,244.45,12.01,25,437.27,1
1267,323.19,7612.2,164,3.0399,1.6093,0.88333,244.45,12.81,25,457.39,1
1268,342.25,7612.2,164,3.0399,1.8329,0.86667,245.67,14.21,25,447.5,1
1269,357.24,7612.2,164,2.9505,1.8329,0.86667,245.67,15.41,25,408.14,1
1270,385.3,7612.2,164,2.9505,1.6093,0.86667,245.67,17.01,25,315.3,5
1271,388.37,7612.2,164,2.9952,1.7882,0.86667,245.67,17.62,25,250.4,5
1272,383.37,7628.3,165,2.9505,2.414,0.85,247.19,18.12,25,221.62,5
1273,373.41,7628.3,165,2.8163,2.0117,0.83333,247.19,17.92,25,220.85,5
1274,366.43,7628.3,165,2.861,0,0.83333,247.19,17.02,25,274.82,5
1275,358.5,7628.3,165,2.861,2.5034,0.83333,247.19,16.73,25,347.74,1
1276,336.56,7628.3,165,2.8163,1.5646,0.83333,247.8,15.73,25,385.73,1
1277,323.59,7628.3,165,2.861,1.5199,0.85,247.8,14.73,25,417.86,1
1278,307.67,7644.4,165,2.9058,1.967,0.83333,247.8,13.83,25,405.14,1
1279,290.75,7644.4,166,2.9058,2.1458,0.86667,247.8,12.64,25,407.73,1
1280,282.78,7644.4,166,2.9505,0,0.86667,249.33,11.84,25,404.35,1
1281,262.85,7644.4,166,2.9058,0,0.86667,249.33,11.34,25,387.48,1
1282,270.95,7644.4,166,2.9952,2.8163,0.9,249.33,10.74,25,390.95,1
1283,247.16,7660.5,167,3.5763,2.1905,1.0667,249.33,9.75,25,408.91,1
1284,231.34,7660.5,167,3.8445,3.4869,1.1333,250.85,8.35,25,439.45,1
1285,218.52,7660.5,167,4.0233,3.0846,1.2,250.85,6.45,25,468.47,1
1286,202.67,7660.5,167,4.1575,3.0846,1.2167,250.85,5.26,25,461.68,1
1287,180.73,7676.6,167,4.0681,3.1293,1.2,250.85,4.46,25,435.78,1
1288,160.85,7676.6,167,4.1575,4.1575,1.2333,252.07,3.56,25,356.39,1
1289,148.08,7676.6,166,4.4704,3.7998,1.3333,252.07,2.76,25,288.57,1
1290,149.32,7676.6,166,4.828,3.3975,1.4333,252.07,1.77,25,365.24,7
1291,162.44,7692.6,166,4.9174,6.035,1.4333,252.07,1.37,25,538.06,1
1292,168.39,7692.6,166,4.6939,8.1361,1.3833,252.68,1.87,25,693.99,1
1293,170.2,7692.6,166,4.2469,8.1361,1.25,252.68,3.37,25,818.24,1
1294,264.91,7692.6,166,3.7104,6.1244,1.0833,252.68,5.37,25,865.98,1
1295,309.78,7708.7,166,3.3975,5.1857,1.0167,252.68,7.47,25,846.29,1
1296,329.66,7708.7,166,3.1293,5.2304,0.91667,254.81,9.47,25,780.31,1
1297,346.65,7708.7,166,3.0846,4.4257,0.9,254.81,11.48,25,674.44,1
1298,339.57,7708.7,166,2.9058,3.3081,0.85,254.81,13.28,25,523.26,1
1299,331.53,7708.7,165,2.861,3.8892,0.85,254.81,14.18,24.444,250.41,1
1300,329.62,7724.8,165,2.9952,3.9339,0.85,255.73,14.28,24.444,197.38,1
1301,305.62,7724.8,165,2.9505,2.9058,0.86667,255.73,13.58,24.444,215.84,1
1302,297.65,7724.8,165,2.9505,2.9952,0.88333,255.73,12.58,24.444,226.48,1
1303,294.73,7724.8,166,3.0399,3.3081,0.88333,255.73,11.88,24.444,215.45,1
1304,293.71,7724.8,165,2.9505,2.9058,0.86667,257.56,11.98,24.444,179.6,1
1305,289.71,7740.9,165,2.9058,2.5481,0.86667,257.56,11.98,24.444,169.77,1
1306,287.74,7740.9,166,2.9058,2.9058,0.85,257.56,12.28,24.444,175.91,1
1307,275.75,7740.9,166,2.861,2.6375,0.85,257.56,12.39,24.444,197.25,1
1308,290.84,7740.9,166,2.9505,2.3246,0.88333,258.78,12.19,24.444,218.87,1
1309,266.02,7740.9,166,3.174,3.0846,0.9,258.78,11.69,24.444,235.24,1
1310,246.01,7740.9,166,3.0846,3.4869,0.95,258.78,11.39,24.444,227.21,1
1311,245.96,7757,166,2.9505,2.2352,0.96667,258.78,11.09,24.444,209.8,1
1312,240.14,7757,166,3.1293,2.6375,1.0333,259.99,10,24.444,184.74,1
1313,234.28,7757,166,3.2634,1.9223,1.0833,259.99,9.1,24.444,166.9,1
1314,241.51,7757,166,3.4869,1.7882,1.1333,259.99,8,24.444,82.355,1
1315,244.51,7757,166,3.3975,1.6093,1.1167,259.99,8,24.444,44.248,1
1316,241.36,7773.1,166,3.1293,1.8776,1.0333,260.91,9.01,24.444,56.195,1
1317,244.38,7773.1,166,3.0846,2.5034,1.0167,260.91,9.91,24.444,66.492,1
1318,246.44,7773.1,166,3.0846,2.0117,1.0167,260.91,10.51,24.444,82.934,1
1319,250.47,7773.1,165,3.0399,0,1,260.91,10.81,24.444,68.726,1
1320,254.53,7773.1,165,3.0399,0,1,261.82,10.82,24.444,109.68,1
1321,255.56,7789.2,165,2.9952,0,0.98333,261.82,11.02,24.444,164.28,1
1322,262.59,7789.2,166,2.9505,0,0.96667,261.82,11.62,24.444,203.39,1
1323,250.57,7789.2,166,2.861,0,0.91667,261.82,12.13,24.444,236.31,1
1324,278.39,7789.2,165,2.5928,0,0.91667,263.04,12.93,24.444,254.28,1
1325,293.59,7789.2,165,2.7269,0,0.91667,263.04,13.63,24.444,271.23,1
1326,301.7,7789.2,165,2.7716,0,0.9,263.04,14.34,24.444,305.85,1
1327,309.73,7805.3,165,2.7269,0,0.9,263.04,14.94,24.444,313.25,1
1328,312.86,7805.3,165,2.7716,0,0.9,263.96,15.25,24.444,291.22,1
1329,321.9,7805.3,165,2.7269,0,0.9,263.96,15.75,24.444,208.92,1
1330,342.93,7805.3,166,2.6822,0,0.88333,263.96,16.46,24.444,181.61,1
1331,343.91,7805.3,166,2.5928,0,0.85,263.96,17.16,24.444,197.67,1
1332,330,7805.3,165,2.5928,0,0.85,264.87,17.37,24.444,222.71,1
